industry2_name,industry2_code,Unnamed: 0,amount,amplitude,chg,current,current_year_percent,dividend_yield,first_percent,float_market_capital,float_shares,followers,has_follow,income_cagr,issue_date_ts,lot_size,main_net_inflows,market_capital,name,net_profit_cagr,pb,pb_ttm,pcf,pe_ttm,percent,percent5m,ps,roe_ttm,symbol,tick_size,total_percent,total_shares,turnover_rate,type,volume,volume_ratio
半导体,S2701,26,3529595276.0,5.64,-1.27,56.35,125.47,0.028,82.5,73934671949,1312061614,186539.0,False,44.54320814157418,1047312000000,100,-112470662.0,73934671949,士兰微,214.2648908563935,20.417,20.417,363.7792389757998,309.24,-2.2,-0.53,14.59805490297529,6.827840559595663,SH600460,0.01,4082.44,1312061614,4.78,11,62693999.0,0.79
半导体,S2701,27,559414074.63,3.18,-0.88,37.45,-6.96,0.107,23.97,14128354606,377259135,59416.0,False,66.41105282006143,1344268800000,100,-5793888.0,15238062145,南大光电,27.53409000920772,11.113,11.113,62.26294484315775,160.838,-2.3,0.0,22.19228840193734,7.220178395805499,SZ300346,0.01,291.63,406890845,3.96,11,14950607.0,0.63
半导体,S2701,28,101465943.73,4.63,-0.19,7.59,-0.54,0.395,43.96,3620953422,477068962,56401.0,False,4.763437780652735,1449676800000,100,2018804.0,3693058422,润欣科技,74.60816485081875,4.834,4.834,494.41264076892,73.414,-2.44,-0.26,2.470058282544932,6.599018761059094,SZ300493,0.01,223.72,486568962,2.75,11,13116466.0,0.52
半导体,S2701,29,809758079.0,4.78,-7.55,293.45,22.01,0.116,44.03,23169999730,78957232,48791.0,False,49.78975513548174,1580745600000,100,5572633.0,46952000000,斯达半导,72.99913395819388,38.012,38.012,2657.840710847762,205.336,-2.51,0.05,40.82513087181155,20.05326562965668,SH603290,0.01,1825.56,160000000,3.49,11,2756232.0,0.97
半导体,S2701,30,391914103.49,5.08,-1.25,47.37,-4.02,0.287,43.97,6433400513,135811706,49943.0,False,33.6262193422145,1497456000000,100,-23577160.87,10634151318,江丰电子,38.05784711591966,9.747,9.747,,71.838,-2.57,-0.06,8.540929493339863,16.41032484147308,SZ300666,0.01,755.98,224491267,6.08,11,8251740.0,0.74
半导体,S2701,31,325877494.0,2.58,-0.25,8.65,-6.68,1.965,134.72,18218545040,2106190178,55776.0,False,10.04196619160249,743788800000,100,-5430945.0,18218545040,太极实业,21.17634119142566,2.409,2.409,9.657456418878107,21.259,-2.81,0.0,0.9858508365982901,11.81849925648009,SH600667,0.01,363.71,2106190178,1.78,11,37402474.0,0.59
半导体,S2701,32,2396576467.0,3.24,-1.07,36.25,-14.85,0.138,91.1,49294345109,1359844003,228391.0,False,9.264038937844422,1054569600000,100,-95652073.0,64508796250,长电科技,,3.433,3.433,11.74921990708501,41.436,-2.87,0.11,2.348486487826367,11.65081781596847,SH600584,0.01,1167.04,1779553000,4.85,11,65986436.0,0.75
半导体,S2701,33,175284977.29,5.73,-0.32,10.16,-4.15,0.0,30.99,2305742150,226943125,22204.0,False,-6.748997219765906,1289491200000,100,-1027709.0,2783840000,晓程科技,78.63332037779878,2.903,2.903,16.56017612465909,,-3.05,-0.1,16.01380135558192,-9.626524638445215,SZ300139,0.01,-38.28,274000000,7.47,11,16951656.0,0.8
半导体,S2701,34,217655185.0,5.67,-2.57,81.08,-4.92,0.247,44.02,7633960185,94153431,17233.0,False,37.19883696938209,1555257600000,100,-2840954.0,12196456243,博通集成,-44.20775854403103,6.101,6.101,242.786163303891,440.193,-3.07,0.07,13.40936991633247,1.691366911679645,SH603068,0.01,204.26,150424966,2.85,11,2680211.0,0.84
半导体,S2701,35,616503688.0,3.86,-0.39,12.31,20.03,0.309,86.39,8961329005,727971487,61707.0,False,18.04655711801122,1163606400000,100,-38427813.0,9945084243,苏州固锝,55.02032561711263,4.412,4.412,56.30880838416005,77.788,-3.07,0.08,4.876948345936612,6.940486057439399,SZ002079,0.01,347.12,807886616,6.87,11,49990347.0,0.73
半导体,S2701,36,159050071.36,4.3,-0.3,9.01,-0.33,0.0,25.24,5697207291,632320454,93124.0,False,1.191111614020545,1265817600000,100,-8553167.0,6326445490,欧比特,1.781987243663252,2.076,2.076,,59.275,-3.22,-0.11,7.188295779942204,3.561623670631181,SZ300053,0.01,119.9,702158212,2.77,11,17517663.0,0.54
半导体,S2701,37,131864839.06,4.47,-0.25,7.14,7.85,0.0,95.66,3886628655,544345750,28177.0,False,-32.0513067094914,1163606400000,100,-7372481.0,4143688383,大港股份,,1.389,1.389,10.7514562744737,41.499,-3.38,0.28,5.309794570599615,3.446245690276651,SZ002077,0.01,9.2,580348513,3.37,11,18364201.0,0.6000000000000001
半导体,S2701,38,1178421334.26,7.64,-3.72,93.18,2.0,0.14,-5.91,30203214714,324138385,108341.0,False,438.9834682550473,1306771200000,100,14417760.76,43699313480,北京君正,273.8135243518979,5.244,5.244,80.18373209708994,241.283,-3.84,-0.08,13.73884821368971,3.781049215905065,SZ300223,0.01,515.36,468977393,3.91,11,12680443.0,1.21
半导体,S2701,39,3072618326.13,3.34,-0.6000000000000001,14.67,7.88,0.15,104.93,40183902161,2739188968,152493.0,False,21.79169850177678,1195488000000,100,-254871632.0,40195855365,华天科技,100.8098470093156,4.542,4.542,16.35274759691595,43.648,-3.93,-0.2,4.328070118196028,11.07929030324845,SZ002185,0.01,646.56,2740003774,7.6,11,208144446.0,0.92
半导体,S2701,40,665535628.46,5.1,-1.58,29.01,22.01,0.121,43.97,9915471209,341794940,44723.0,False,9.999450609001691,1431532800000,100,-29469989.0,18540915788,赛微电子,124.1990047253292,6.12,6.12,82.80002240418638,81.198,-5.17,-0.07,23.07370393028557,7.87593691923185,SZ300456,0.01,893.63,639121537,6.63,11,22651578.0,0.79
半导体,S2701,41,194151666.6,4.37,-0.91,15.56,-20.45,0.109,43.97,2870574774,184484240,7599.0,False,-20.41764006597849,1588780800000,100,-9974178.0,4979200000,派瑞股份,,6.565,6.565,34.70229266924421,146.177,-5.53,0.19,40.81848368286428,5.556197924907873,SZ300831,0.01,226.08,320000000,6.68,11,12328016.0,0.67
半导体,S2701,42,363855584.15,6.51,-1.75,28.5,12.97,0.035,44.03,2325997005,81613930,22594.0,False,37.51313366746039,1506355200000,100,-1252638.0,4021920000,阿石创,,9.048,9.048,159.2641060595165,472.488,-5.79,0.46,10.06772095561055,1.925139039514976,SZ300706,0.01,330.31,141120000,15.49,11,12641563.0,0.8300000000000001
半导体,S2701,43,654078409.0,7.35,-0.6000000000000001,8.24,-0.67,0.182,181.35,7912833305,960295304,42888.0,False,6.063855884895464,984672000000,100,-53057137.0,7912833305,XD华微电,-25.55157528618551,2.528,2.528,29.07874413558849,216.284,-6.79,0.24,4.416115053174057,1.171307017127161,SH600360,0.01,192.19,960295304,8.16,11,78324929.0,0.98
半导体,S2701,44,1236105528.0,10.04,-10.25,140.08,94.29,0.357,44.01,26335040000,188000000,38157.0,False,45.16885196495976,1581004800000,100,-53471538.64,58386324560,瑞芯微,79.9880782873229,24.319,24.319,105.1226244339366,146.059,-6.82,0.19,27.06077100253081,17.82412305456768,SH603893,0.01,1116.01,416807000,4.65,11,8749369.0,1.24
半导体,S2701,45,1297912564.66,4.86,-2.61,29.91,19.4,0.0,23.37,6374419200,213120000,31946.0,False,24.20383139069349,1263916800000,100,-54842382.0,7074653307,台基股份,,7.19,7.19,149.8528078359167,145.436,-8.03,-0.3,16.61961884165224,6.036409837911215,SZ300046,0.01,181.53,236531371,19.94,11,42506684.0,0.86
半导体,S2701,46,0.0,,,2.25,,0.0,906.67,1354093956,601819536,69370.0,False,-36.66704580138786,850752000000,100,,1837411560,*ST盈方,-50.71869379375664,75.0,,,70.441,,,,-221.4447092811195,SZ000670,0.01,37.53,816627360,,11,0.0,
白色家电,S3301,0,1400827537.17,14.56,3.33,36.63,120.4,0.0,44.01,14730848529,402152567,37455.0,False,28.15894348054411,1432742400000,100,-51603283.0,14730848529,天际股份,-34.18907425751178,5.427,5.427,114.4361172122852,253.543,10.0,0.0,16.24316852480242,2.156327259692218,SZ002759,0.01,487.52,402152567,10.01,11,40258729.0,1.39
白色家电,S3301,1,583923919.73,8.31,0.3,3.31,69.74,0.0,-5.61,3759408630,1135773000,34959.0,False,9.056991263299018,1275321600000,100,-119563640.0,3761484000,康盛股份,-67.49877596402452,2.586,2.586,22.6876921536915,50.706,9.97,0.0,1.464225780730444,7.264383422074546,SZ002418,0.01,-12.89,1136400000,15.77,11,179153431.0,2.59
白色家电,S3301,2,107141640.8,7.84,4.0,73.6,77.64,0.679,163.2,1962669120,26666700,4976.0,False,52.5068290811404,1606924800000,100,3211105.0,7850669120,亿田智能,114.2935490248874,7.434,7.434,32.45959597749577,46.858,5.75,-0.15,9.598715416563422,,SZ300911,0.01,5.95,106666700,5.64,11,1504504.0,1.55
白色家电,S3301,3,67104879.74,7.29,0.43,8.66,47.53,0.0,25.18,1874665238,216474046,27069.0,False,19.14956295906767,1251907200000,100,7389725.0,2101888778,禾盛新材,47.80933924171578,4.418,4.418,,26.14,5.22,0.23,1.041600320728123,18.45381726759856,SZ002290,0.01,-30.08,242712330,3.63,11,7858265.0,1.75
白色家电,S3301,4,344301340.11,12.68,0.31,7.17,41.35,0.6970000000000001,118.26,2944702645,410697719,18864.0,False,28.88659851826925,1320163200000,100,-11846208.0,4136168433,开能健康,30.33874309260687,3.515,3.515,23.25179441641403,81.301,4.52,-0.14,3.161326658268184,4.290753383934972,SZ300272,0.01,71.44,576871469,11.89,11,48829986.0,2.08
白色家电,S3301,5,146055089.0,8.05,0.43,10.0,42.18,1.5,-4.92,5821410470,582141047,16154.0,False,14.83515288456914,721843200000,100,-6503786.0,8833002550,海立股份,-12.65575240376821,1.949,1.949,17.89677410480748,51.664,4.49,0.0,0.7062209273134791,3.775950759588293,SH600619,0.01,-6.47,883300255,2.47,11,14396331.0,1.59
白色家电,S3301,6,427899629.0,7.11,4.76,131.26,303.71,0.609,44.01,5600470420,42667000,10328.0,False,43.78843239510041,1618848000000,100,-4718201.0,22401750420,德业股份,102.0064129007749,9.745,9.745,136.6836998620766,51.251,3.76,-0.19,6.651194692556284,,SH605117,0.01,236.42,170667000,7.67,11,3272817.0,1.07
白色家电,S3301,7,149179454.0,8.16,1.04,29.23,72.29,1.711,43.99,1171392250,40075000,8695.0,False,58.53802865431679,1532880000000,100,7835906.0,3928512000,春光科技,43.7528121165941,3.961,3.961,59.57402212156521,24.659,3.69,0.0,3.934094880693812,16.97719385223789,SH603657,0.01,98.81,134400000,12.91,11,5174520.0,0.85
白色家电,S3301,8,552781640.83,4.59,0.62,23.28,76.15,1.289,-11.92,10304661505,442640099,35044.0,False,37.90984640304931,1315497600000,100,32680495.0,14555888490,奥佳华,,3.176,3.176,39.1803312995604,24.781,2.74,-0.04,1.797538152756041,14.3176673919143,SZ002614,0.01,137.0,625252942,5.31,11,23513890.0,0.88
白色家电,S3301,9,62449633.0,4.25,0.9400000000000001,39.55,32.82,1.264,44.0,5537014238,140000360,24956.0,False,11.96945594804415,1484064000000,100,1456411.0,5537014238,荣泰健康,21.53837954422493,3.304,3.304,9.848928396719177,23.864,2.43,0.08,2.500229336140849,13.74226151377585,SH603579,0.01,62.09,140000360,1.14,11,1591137.0,0.86
白色家电,S3301,10,70541099.0,3.5,0.23,11.66,78.29,0.429,87.69,8936678740,766439000,19379.0,False,7.96159532418681,1090857600000,100,2306777.0,8936678740,惠而浦,,2.535,2.535,,,2.01,0.43,1.632826759494881,-1.844672817354447,SH600983,0.01,476.77,766439000,0.8,11,6134180.0,1.05
白色家电,S3301,11,284337478.0,3.9,0.79,45.63,13.17,1.096,63.17,42659522637,934900781,437913.0,False,18.18198718761175,1290441600000,100,17575730.0,43303967402,老板电器,18.18010387466071,5.15,5.15,22.46269678570152,24.403,1.76,0.0,4.937027422721889,22.86983355779105,SZ002508,0.01,783.77,949024050,0.67,11,6274160.0,0.76
白色家电,S3301,12,414666.0,3.53,0.008,0.518,5.22,4.504,,147199857,284169608,4166.0,False,14.83515288456914,727286400000,100,0.0,457549532,海立B股,-12.65575240376821,0.656,0.656,0.927052898446676,17.293,1.57,0.0,0.036582244027642,3.775950759588293,SH900910,0.001,,883300255,0.28,11,794927.0,3.47
白色家电,S3301,13,27597738.0,3.41,0.56,42.52,-7.25,2.352,43.98,18521712000,435600000,34321.0,False,3.380960572164881,1460908800000,100,378471.0,18521712000,飞科电器,-4.567773507117945,6.216,6.216,23.36007391340184,28.16,1.33,-0.12,4.961811590435633,22.9229034329016,SH603868,0.01,63.79,435600000,0.15,11,650873.0,1.37
白色家电,S3301,14,108511519.0,3.04,0.41,61.55,103.61,3.249,44.03,24681550000,401000000,15755.0,False,24.00485955619846,1431446400000,100,-1118013.0,25280585375,莱克电气,18.42013509878413,6.916,6.916,52.87210515127336,58.823,0.67,-0.08,3.529364852361933,12.37575844997617,SH603355,0.01,201.8,410732500,0.44,11,1760635.0,0.61
白色家电,S3301,15,41474289.0,3.37,0.07,14.3,21.77,2.797,43.99,2654812160,185651200,6960.0,False,14.92615605328367,1461168000000,100,630165.0,2654812160,朗迪集团,43.99552848465049,2.522,2.522,49.83378697692691,19.374,0.49,0.0,1.692552545097235,13.7659613502114,SH603726,0.01,85.65,185651200,1.56,11,2903869.0,0.56
白色家电,S3301,16,121062042.85,2.64,0.02,5.71,44.56,0.0,22.07,5231297022,916164102,49189.0,False,11.93603418537601,1088956800000,100,7422040.0,5237281548,盾安环境,,3.614,3.614,19.70954891648125,,0.35,0.18,0.6289938618385641,-46.59805113728498,SZ002011,0.01,164.51,917212180,2.3,11,21047027.0,0.74
白色家电,S3301,17,14095344.0,2.21,0.04,11.81,-18.35,3.387,43.98,1579426164,133736339,4188.0,False,38.72517784727605,1579017600000,100,-1586653.0,4789014050,奥普家居,,2.601,2.601,15.53084672775796,19.055,0.34,-0.08,2.631629912948537,14.23203308589477,SH603551,0.01,-32.06,405505000,0.89,11,1189900.0,1.02
白色家电,S3301,18,121984659.9,3.18,0.08,24.9,159.65,0.0,43.98,7674898241,308228845,11534.0,False,9.573913455262772,1433865600000,100,5406919.0,10458000000,聚隆科技,106.1929616002519,7.545,7.545,97.32271499158973,101.012,0.32,0.16,36.10942885098093,7.731485330201614,SZ300475,0.01,366.09,420000000,1.59,11,4906830.0,0.96
白色家电,S3301,19,7546709.0,1.03,-0.01,10.67,-4.76,1.874,43.97,2240700000,210000000,11249.0,False,13.51051199995206,1431878400000,100,0.0,2240700000,金海高科,18.33347407376898,2.528,2.528,18.53418040782857,22.971,-0.09,0.09,3.091708228771148,11.28923262262366,SH603311,0.01,47.03,210000000,0.34,11,707200.0,0.79
白色家电,S3301,20,69199987.0,2.46,-0.01,6.9,-10.04,0.0,92.0,2106364725,305270250,12246.0,False,19.16835949528031,1312300800000,100,-103254.0,3018544339,依米康,46.71676555878756,4.662,4.662,,,-0.14,-0.14,2.085948585378577,-13.95786914500179,SZ300249,0.01,25.93,437470194,3.26,11,9962700.0,0.58
白色家电,S3301,21,952018392.28,1.99,-0.08,24.01,-1.39,1.458,13.67,84873652805,3534929313,96218.0,False,15.3189827883905,1118073600000,100,102075629.0,86234351247,三花智控,24.45021030878573,8.251,8.251,49.05280536075172,53.533,-0.33,0.04,6.615916316641846,16.15368938889824,SZ002050,0.01,153.27,3591601468,1.12,11,39582771.0,1.01
白色家电,S3301,22,13221971.3,0.9400000000000001,-0.03,7.39,-7.65,4.465,-6.57,4661903159,630839399,15641.0,False,10.25770268288784,1296144000000,100,-3614471.0,5495204000,万和电气,14.68033987894388,1.303,1.303,6.517816595323947,8.617,-0.4,0.14,0.790276973827842,15.78649541103255,SZ002543,0.01,29.94,743600000,0.28,11,1789699.0,1.0
白色家电,S3301,23,88428610.75,3.47,-0.05,12.06,-1.62,1.244,-6.35,5053005157,418988819,29219.0,False,14.50410558859499,1343232000000,100,-6550962.0,5207245960,天银机电,13.44634952916777,3.407,3.407,58.91469825474501,39.97,-0.41,0.67,5.523184126033132,8.763580319000312,SZ300342,0.01,237.45,431778272,1.76,11,7369145.0,0.65
白色家电,S3301,24,435678.0,1.13,-0.02,4.4,-13.47,4.118,-0.21,815723392,185391680,2626.0,False,29.49468523921619,741369600000,100,0.0,815723392,闽灿坤B,236.6174356165398,0.76,0.76,2.568527884148738,4.276,-0.45,0.0,0.340282199621933,19.23926975418716,SZ200512,0.01,1044.64,185391680,0.05,11,99100.0,0.47
白色家电,S3301,25,235849.32,1.84,-0.01,2.16,-3.04,2.776,10.75,349048613,161596580,702.0,False,16.781029671884,841161600000,100,0.0,2256331423,虹美菱B,-64.84993446635855,0.387,0.387,1.568590793465195,9.894,-0.46,0.0,0.130903558623735,3.959609786717063,SZ200521,0.01,20.64,1044597881,0.07,11,108052.0,1.29
白色家电,S3301,26,18822037.0,2.99,-0.06,10.96,-2.51,1.551,43.99,583072000,53200000,3481.0,False,11.53841604566725,1600272000000,100,655962.0,4779551770,华翔股份,42.02924228682783,2.585,2.585,26.51172715359662,17.481,-0.54,-0.18,2.250196709858525,,SH603112,0.01,18.48,436090490,3.22,11,1711004.0,0.78
白色家电,S3301,27,38839021.4,3.19,-0.09,13.69,41.58,0.094,44.1,3414410921,249409125,9610.0,False,40.71991774306778,1390924800000,100,-2129406.0,3687615064,金莱特,-59.85848112067629,5.776,5.776,68.74966360207941,110.115,-0.65,0.0,2.981539684117687,5.401941507596508,SZ002723,0.01,144.18,269365600,1.14,11,2833520.0,0.98
白色家电,S3301,28,49383411.0,2.99,-0.12,14.26,30.16,1.169,43.97,3797834984,266327839,6548.0,False,16.80409132453771,1426694400000,100,-309726.0,3797834984,立霸股份,10.429611503605,4.769,4.769,85.50670145518606,36.764,-0.8300000000000001,0.49,2.63678115935682,13.29979288009315,SH603519,0.01,228.34,266327839,1.3,11,3464920.0,0.47
白色家电,S3301,29,7101761.0,1.18,-0.12,14.34,-8.34,1.395,43.96,1835519656,127999976,4406.0,False,34.67912479906765,1488729600000,100,-665514.0,1841181088,三星新材,25.02997053087654,2.468,2.468,27.61665593016642,19.954,-0.8300000000000001,-0.07,3.678223981429085,12.9582889165498,SH603578,0.01,18.51,128394776,0.39,11,494627.0,0.78
