industry2_name,industry2_code,Unnamed: 0,symbol,net_profit_cagr,ps,type,percent,has_follow,tick_size,pb_ttm,float_shares,current,amplitude,pcf,current_year_percent,float_market_capital,market_capital,dividend_yield,lot_size,roe_ttm,total_percent,percent5m,income_cagr,amount,chg,issue_date_ts,main_net_inflows,volume,volume_ratio,pb,followers,turnover_rate,first_percent,name,pe_ttm,total_shares
半导体,S2701,11,SZ002371,84.93067623255382,20.7859,11,1.68,False,0.01,19.8384,459352390,273.88,4.79,102.659,51.53,125807432573,135971776959,0.04,100,9.160145339302085,2142.16,0.04,40.3574868274581,1622670850.14,4.53,1268668800000,-26113906.0,6008836.0,0.72,19.832,129041.0,1.31,78.79,北方华创,233.087,496464791
半导体,S2701,12,SH600198,,6.0498,11,1.3,False,0.01,,880454735,7.8,7.27,,-24.2,6867546933,6880446082,0.0,100,184.9594907934438,-18.91,0.0,-32.54151889121049,255906316.0,0.1,908899200000,-32317877.0,33276713.0,0.75,,104161.0,3.78,0.0,*ST大唐,,882108472
半导体,S2701,13,SZ300458,79.24358084449983,15.5281,11,0.9,False,0.01,11.7932,260457671,81.87,7.72,46.387,156.27,21323669525,27099031976,0.489,100,11.37886056366612,1021.28,-0.34,28.33470384871779,1927910681.08,0.73,1431619200000,-29834332.59999999,23997658.0,1.06,11.154,69613.0,9.21,43.99,全志科技,102.24,331000757
半导体,S2701,14,SZ300077,,21.6888,11,0.45,False,0.01,6.613,545054375,15.47,8.77,,88.89,8431991181,8626304050,0.0,100,0.5964040174187111,-50.5,0.19,-8.18152441262059,881707845.4,0.07,1272556800000,-12427857.0,56080176.0,0.85,7.933,61858.0,10.29,79.78,国民技术,1281.572,557615000
半导体,S2701,15,SZ300782,177.7802426108626,48.5535,11,-0.48,False,0.01,28.7761,191104562,513.0,4.6,137.3307,62.06,98036640306,171116679627,0.108,100,35.37858008969962,3845.85,0.12,135.5987642241724,2008524863.59,-2.47,1560787200000,-56476449.3,3918228.0,1.22,27.911,85840.0,2.05,44.01,卓胜微,121.072,333560779
半导体,S2701,16,SZ002156,,2.6334,11,-0.8,False,0.01,3.2272,1328836663,23.52,4.43,13.9923,-6.7,31254238314,31258948547,0.111,100,6.399688858666526,135.13,-0.3,31.01827213087398,1881189773.64,-0.19,1187193600000,-47306418.0,79181729.0,1.05,3.218,101594.0,5.96,256.01,通富微电,61.752,1329036928
半导体,S2701,17,SH605111,44.76505017745585,21.0859,11,-0.86,False,0.01,19.4605,35420000,163.88,4.82,140.8465,17.63,5804629600,23218518400,0.181,100,,702.25,0.47,35.33367474345428,564931527.0,-1.42,1601222400000,-21285456.2,3434115.0,0.56,18.794,21811.0,9.7,44.0,新洁能,122.144,141680000
半导体,S2701,18,SZ300623,60.10324030534584,22.206,11,-0.9400000000000001,False,0.01,10.7667,640783567,36.85,3.95,97.0896,27.57,23612874444,27139925431,0.289,100,13.99133635467367,682.71,-0.05,64.64984584189268,1032462113.96,-0.35,1489420800000,-17630128.0,28140254.0,0.66,10.439,49445.0,4.39,44.01,捷捷微电,79.365,736497298
半导体,S2701,19,SZ002049,58.0334523992297,25.3912,11,-1.21,False,0.01,17.4463,606817968,149.66,3.08,148.3751,11.97,90816377091,90816377091,0.09,100,19.45321586159201,10207.87,0.27,25.17331999085883,1215274083.6,-1.84,1117987200000,-34580594.0,8167575.0,0.8200000000000001,17.183,239512.0,1.35,46.44,紫光国微,96.607,606817968
半导体,S2701,20,SH600171,128.0661902558533,14.0584,11,-1.31,False,0.01,6.2936,700862144,30.1,8.49,332.1849,115.81,21095950534,21455740951,0.432,100,19.15874858627538,420.13,0.6000000000000001,45.79212646708306,3086675096.0,-0.4,906566400000,-163240208.08,103543819.0,0.81,6.168,71972.0,14.77,0.0,上海贝岭,34.355,712815314
半导体,S2701,21,SH603933,99.79986903067855,1.8248,11,-1.55,False,0.01,2.9227,201233200,15.25,3.87,37.0144,37.72,3068806300,3068806300,0.328,100,4.984430048170039,6.85,0.0,9.430889013952392,66187514.0,-0.24,1499270400000,-4767287.4,4335059.0,0.6900000000000001,2.894,7840.0,2.15,44.01,睿能科技,58.523,201233200
半导体,S2701,22,SH603160,19.56215001503148,8.6798,11,-1.73,False,0.01,6.8372,454226821,128.06,3.31,36.4979,-17.38,58168286697,58638341812,0.351,100,21.55744679250219,462.65,0.16,23.59666507871634,652050000.0,-2.25,1476633600000,-28739205.0,5055912.0,0.71,7.11,122507.0,1.11,43.98,汇顶科技,36.398,457897406
半导体,S2701,23,SZ002409,48.21629218358172,13.2504,11,-1.73,False,0.01,7.6114,295359723,77.93,3.91,159.4178,30.03,23017383213,36070173489,0.231,100,8.961518788318712,705.2,-0.22,43.78319870085016,575465837.53,-1.37,1274716800000,13181035.0,7427147.0,0.78,7.479,47393.0,2.51,8.83,雅克科技,86.154,462853503
半导体,S2701,24,SH603005,122.5385872255462,18.1997,11,-1.91,False,0.01,6.5779,385861484,55.38,4.55,41.7553,3.66,21369008984,22599343912,0.354,100,16.13777713494581,314.59,0.11,49.80243465097949,801302302.0,-1.08,1391961600000,-26742693.0,14474433.0,0.68,6.47,96594.0,3.75,44.0,晶方科技,50.548,408077716
半导体,S2701,25,SH603986,57.43022293699585,21.9174,11,-2.14,False,0.01,10.7476,615076340,174.75,3.98,74.164,24.27,107484590415,116061099007,0.229,100,12.29986815347942,3381.84,0.06,58.57279868165222,2477956367.0,-3.83,1471449600000,-65571494.0,14128090.0,0.61,10.502,165325.0,2.3,43.98,兆易创新,114.449,664155073
半导体,S2701,26,SH600460,214.2648908563935,14.5981,11,-2.2,False,0.01,20.532,1312061614,56.35,5.64,363.7792,125.47,73934671949,73934671949,0.028,100,6.827840559595663,4082.44,-0.53,44.54320814157418,3529595276.0,-1.27,1047312000000,-112470662.0,62693999.0,0.79,20.417,186547.0,4.78,82.5,士兰微,309.24,1312061614
半导体,S2701,27,SZ300346,27.53409000920772,22.1923,11,-2.3,False,0.01,11.2604,377259135,37.45,3.18,62.2629,-6.96,14128354606,15238062145,0.107,100,7.220178395805499,291.63,0.0,66.41105282006143,559414074.63,-0.88,1344268800000,-5793888.0,14950607.0,0.63,11.113,59424.0,3.96,23.97,南大光电,160.838,406890845
半导体,S2701,28,SZ300493,74.60816485081875,2.4701,11,-2.44,False,0.01,4.920500000000001,477068962,7.59,4.63,494.4126,-0.54,3620953422,3693058422,0.395,100,6.599018761059094,223.72,-0.26,4.763437780652735,101465943.73,-0.19,1449676800000,2018804.0,13116466.0,0.52,4.834,56400.0,2.75,43.96,润欣科技,73.414,486568962
半导体,S2701,29,SH603290,72.99913395819388,40.8251,11,-2.51,False,0.01,37.0138,78957232,293.45,4.78,2657.8407,22.01,23169999730,46952000000,0.116,100,20.05326562965668,1825.56,0.05,49.78975513548174,809758079.0,-7.55,1580745600000,5572633.0,2756232.0,0.97,38.012,48791.0,3.49,44.03,斯达半导,205.336,160000000
半导体,S2701,30,SZ300666,38.05784711591966,8.5409,11,-2.57,False,0.01,10.0234,135811706,47.37,5.08,,-4.02,6433400513,10634151318,0.287,100,16.41032484147308,755.98,-0.06,33.6262193422145,391914103.49,-1.25,1497456000000,-23577160.87,8251740.0,0.74,9.747,49949.0,6.08,43.97,江丰电子,71.838,224491267
半导体,S2701,31,SH600667,21.17634119142566,0.9859,11,-2.81,False,0.01,2.5304,2106190178,8.65,2.58,9.6575,-6.68,18218545040,18218545040,1.965,100,11.81849925648009,363.71,0.0,10.04196619160249,325877494.0,-0.25,743788800000,-5430945.0,37402474.0,0.59,2.409,55775.0,1.78,134.72,太极实业,21.259,2106190178
半导体,S2701,32,SH600584,,2.3485,11,-2.87,False,0.01,3.4316,1359844003,36.25,3.24,11.7492,-14.85,49294345109,64508796250,0.138,100,11.65081781596847,1167.04,0.11,9.264038937844422,2396576467.0,-1.07,1054569600000,-95652073.0,65986436.0,0.75,3.433,228417.0,4.85,91.1,长电科技,41.436,1779553000
半导体,S2701,33,SZ300139,78.63332037779878,16.0138,11,-3.05,False,0.01,2.9027,226943125,10.16,5.73,16.5602,-4.15,2305742150,2783840000,0.0,100,-9.626524638445215,-38.28,-0.1,-6.748997219765906,175284977.29,-0.32,1289491200000,-1027709.0,16951656.0,0.8,2.903,22203.0,7.47,30.99,晓程科技,,274000000
半导体,S2701,34,SH603068,-44.20775854403103,13.4094,11,-3.07,False,0.01,6.103,94153431,81.08,5.67,242.7862,-4.92,7633960185,12196456243,0.247,100,1.691366911679645,204.26,0.07,37.19883696938209,217655185.0,-2.57,1555257600000,-2840954.0,2680211.0,0.84,6.101,17228.0,2.85,44.02,博通集成,440.193,150424966
半导体,S2701,35,SZ002079,55.02032561711263,4.8769,11,-3.07,False,0.01,4.4793,727971487,12.31,3.86,56.3088,20.03,8961329005,9945084243,0.309,100,6.940486057439399,347.12,0.08,18.04655711801122,616503688.13,-0.39,1163606400000,-38427813.0,49990347.0,0.73,4.412,61717.0,6.87,86.39,苏州固锝,77.788,807886616
半导体,S2701,36,SZ300053,1.781987243663252,7.1883,11,-3.22,False,0.01,2.0751,632320454,9.01,4.3,,-0.33,5697207291,6326445490,0.0,100,3.561623670631181,119.9,-0.11,1.191111614020545,159050071.36,-0.3,1265817600000,-8553167.0,17517663.0,0.54,2.076,93126.0,2.77,25.24,欧比特,59.275,702158212
半导体,S2701,37,SZ002077,,5.3098,11,-3.38,False,0.01,1.3899,544345750,7.14,4.47,10.7515,7.85,3886628655,4143688383,0.0,100,3.446245690276651,9.2,0.28,-32.0513067094914,131864839.06,-0.25,1163606400000,-7372481.0,18364201.0,0.6000000000000001,1.389,28174.0,3.37,95.66,大港股份,41.499,580348513
半导体,S2701,38,SZ300223,273.8135243518979,13.7388,11,-3.84,False,0.01,5.2809,324138385,93.18,7.64,80.1837,2.0,30203214714,43699313480,0.14,100,3.781049215905065,515.36,-0.08,438.9834682550473,1178421334.26,-3.72,1306771200000,14417760.76,12680443.0,1.21,5.244,108336.0,3.91,-5.91,北京君正,241.283,468977393
半导体,S2701,39,SZ002185,100.8098470093156,4.3281,11,-3.93,False,0.01,4.5702,2739188968,14.67,3.34,16.3527,7.88,40183902161,40195855365,0.15,100,11.07929030324845,646.56,-0.2,21.79169850177678,3072618326.13,-0.6000000000000001,1195488000000,-254871632.0,208144446.0,0.92,4.542,152515.0,7.6,104.93,华天科技,43.648,2740003774
半导体,S2701,40,SZ300456,124.1990047253292,23.0737,11,-5.17,False,0.01,6.1642,341794940,29.01,5.1,82.8,22.01,9915471209,18540915788,0.121,100,7.87593691923185,893.63,-0.07,9.999450609001691,665535628.46,-1.58,1431532800000,-29469989.0,22651578.0,0.79,6.12,44726.0,6.63,43.97,赛微电子,81.198,639121537
半导体,S2701,41,SZ300831,,40.8185,11,-5.53,False,0.01,6.5588,184484240,15.56,4.37,34.7023,-20.45,2870574774,4979200000,0.109,100,5.556197924907873,226.08,0.19,-20.41764006597849,194151666.6,-0.91,1588780800000,-9974178.0,12328016.0,0.67,6.565,7598.0,6.68,43.97,派瑞股份,146.177,320000000
半导体,S2701,42,SZ300706,,10.0677,11,-5.79,False,0.01,9.0878,81613930,28.5,6.51,159.2641,12.97,2325997005,4021920000,0.035,100,1.925139039514976,330.31,0.46,37.51313366746039,363855584.15,-1.75,1506355200000,-1252638.0,12641563.0,0.8300000000000001,9.048,22594.0,15.49,44.03,阿石创,472.488,141120000
半导体,S2701,43,SH600360,-25.55157528618551,4.4161,11,-6.79,False,0.01,2.5393,960295304,8.24,7.35,29.0787,-0.67,7912833305,7912833305,0.182,100,1.171307017127161,192.19,0.24,6.063855884895464,654078409.0,-0.6000000000000001,984672000000,-53057137.0,78324929.0,0.98,2.528,42888.0,8.16,181.35,XD华微电,216.284,960295304
半导体,S2701,44,SH603893,79.9880782873229,27.0608,11,-6.82,False,0.01,26.6386,188000000,140.08,10.04,105.1226,94.29,26335040000,58386324560,0.357,100,17.82412305456768,1116.01,0.19,45.16885196495976,1236105528.0,-10.25,1581004800000,-53471538.64,8749369.0,1.24,24.319,38169.0,4.65,44.01,瑞芯微,146.059,416807000
半导体,S2701,45,SZ300046,,16.6196,11,-8.03,False,0.01,5.2632,213120000,29.91,4.86,149.8528,19.4,6374419200,7074653307,0.0,100,6.036409837911215,181.53,-0.3,24.20383139069349,1297912564.66,-2.61,1263916800000,-54842382.0,42506684.0,0.86,7.19,31939.0,19.94,23.37,台基股份,145.436,236531371
半导体,S2701,46,SZ000670,-50.71869379375664,,11,,False,0.01,,601819536,2.25,,,,1354093956,1837411560,0.0,100,-221.4447092811195,37.53,,-36.66704580138786,0.0,,850752000000,,0.0,,75.0,69370.0,,906.67,*ST盈方,70.441,816627360
白色家电,S3301,0,SZ002759,-34.18907425751178,16.2432,11,10.0,False,0.01,5.4249,402152567,36.63,14.56,114.4361,120.4,14730848529,14730848529,0.0,100,2.156327259692218,487.52,0.0,28.15894348054411,1400827537.17,3.33,1432742400000,-51603283.0,40258729.0,1.39,5.427,37491.0,10.01,44.01,天际股份,253.543,402152567
白色家电,S3301,1,SZ002418,-67.49877596402452,1.4642,11,9.97,False,0.01,2.5772,1135773000,3.31,8.31,22.6877,69.74,3759408630,3761484000,0.0,100,7.264383422074546,-12.89,0.0,9.056991263299018,583923919.73,0.3,1275321600000,-119563640.0,179153431.0,2.59,2.586,34993.0,15.77,-5.61,康盛股份,50.706,1136400000
白色家电,S3301,2,SZ300911,114.2935490248874,9.598700000000001,11,5.75,False,0.01,7.8338,26666700,73.6,7.84,32.4596,77.64,1962669120,7850669120,0.679,100,,5.95,-0.15,52.5068290811404,107141640.8,4.0,1606924800000,3211105.0,1504504.0,1.55,7.434,4979.0,5.64,163.2,亿田智能,46.858,106666700
白色家电,S3301,3,SZ002290,47.80933924171578,1.0416,11,5.22,False,0.01,4.4163,216474046,8.66,7.29,,47.53,1874665238,2101888778,0.0,100,18.45381726759856,-30.08,0.23,19.14956295906767,67104879.74,0.43,1251907200000,7389725.0,7858265.0,1.75,4.418,27071.0,3.63,25.18,禾盛新材,26.14,242712330
白色家电,S3301,4,SZ300272,30.33874309260687,3.1613,11,4.52,False,0.01,3.5988,410697719,7.17,12.68,23.2518,41.35,2944702645,4136168433,0.6970000000000001,100,4.290753383934972,71.44,-0.14,28.88659851826925,344301340.11,0.31,1320163200000,-11846208.0,48829986.0,2.08,3.515,18866.0,11.89,118.26,开能健康,81.301,576871469
白色家电,S3301,5,SH600619,-12.65575240376821,0.7062,11,4.49,False,0.01,2.0088,582141047,10.0,8.05,17.8968,42.18,5821410470,8833002550,1.5,100,3.775950759588293,-6.47,0.0,14.83515288456914,146055089.0,0.43,721843200000,-6503786.0,14396331.0,1.59,1.949,16156.0,2.47,-4.92,海立股份,51.664,883300255
白色家电,S3301,6,SH605117,102.0064129007749,6.6512,11,3.76,False,0.01,10.3621,42667000,131.26,7.11,42.9037,303.71,5600470420,22401750420,0.609,100,,236.42,-0.19,43.78843239510041,427899629.0,4.76,1618848000000,-4718201.0,3272817.0,1.07,9.745,10340.0,7.67,44.01,德业股份,51.251,170667000
白色家电,S3301,7,SH603657,43.7528121165941,3.9341,11,3.69,False,0.01,4.2486,40075000,29.23,8.16,59.574,72.29,1171392250,3928512000,1.711,100,16.97719385223789,98.81,0.0,58.53802865431679,149179454.0,1.04,1532880000000,7835906.0,5174520.0,0.85,3.961,8695.0,12.91,43.99,春光科技,24.659,134400000
白色家电,S3301,8,SZ002614,,1.7975,11,2.74,False,0.01,3.3219,442640099,23.28,4.59,39.1803,76.15,10304661505,14555888490,1.289,100,14.3176673919143,137.0,-0.04,37.90984640304931,552781640.83,0.62,1315497600000,32680495.0,23513890.0,0.88,3.176,35052.0,5.31,-11.92,奥佳华,24.781,625252942
白色家电,S3301,9,SH603579,21.53837954422493,2.5002,11,2.43,False,0.01,3.4448,140000360,39.55,4.25,9.8489,32.82,5537014238,5537014238,1.264,100,13.74226151377585,62.09,0.08,11.96945594804415,62449633.0,0.9400000000000001,1484064000000,1456411.0,1591137.0,0.86,3.304,24960.0,1.14,44.0,荣泰健康,23.864,140000360
白色家电,S3301,10,SH600983,,1.6328,11,2.01,False,0.01,2.534,766439000,11.66,3.5,,78.29,8936678740,8936678740,0.429,100,-1.844672817354447,476.77,0.43,7.96159532418681,70541099.0,0.23,1090857600000,2306777.0,6134180.0,1.05,2.535,19379.0,0.8,87.69,惠而浦,,766439000
白色家电,S3301,11,SZ002508,18.18010387466071,4.937,11,1.76,False,0.01,5.3791,934900781,45.63,3.9,22.4627,13.17,42659522637,43303967402,1.096,100,22.86983355779105,783.77,0.0,18.18198718761175,284337478.52,0.79,1290441600000,17575730.0,6274160.0,0.76,5.15,437941.0,0.67,63.17,老板电器,24.403,949024050
白色家电,S3301,12,SH900910,-12.65575240376821,0.2362,11,1.57,False,0.001,0.6719,284169608,0.518,3.53,5.9857,5.22,147199857,457549532,4.504,100,3.775950759588293,,0.0,14.83515288456914,414666.0,0.008,727286400000,0.0,794927.0,3.47,0.656,4166.0,0.28,,海立B股,17.293,883300255
白色家电,S3301,13,SH603868,-4.567773507117945,4.9618,11,1.33,False,0.01,7.2803,435600000,42.52,3.41,23.3601,-7.25,18521712000,18521712000,2.352,100,22.9229034329016,63.79,-0.12,3.380960572164881,27597738.0,0.56,1460908800000,378471.0,650873.0,1.37,6.216,34321.0,0.15,43.98,飞科电器,28.16,435600000
白色家电,S3301,14,SH603355,18.42013509878413,3.5294,11,0.67,False,0.01,6.9126,401000000,61.55,3.04,52.8721,103.61,24681550000,25280585375,3.249,100,12.37575844997617,201.8,-0.08,24.00485955619846,108511519.0,0.41,1431446400000,-1118013.0,1760635.0,0.61,6.916,15754.0,0.44,44.03,莱克电气,58.823,410732500
白色家电,S3301,15,SH603726,43.99552848465049,1.6926,11,0.49,False,0.01,2.7138,185651200,14.3,3.37,49.8338,21.77,2654812160,2654812160,2.797,100,13.7659613502114,85.65,0.0,14.92615605328367,41474289.0,0.07,1461168000000,630165.0,2903869.0,0.56,2.522,6959.0,1.56,43.99,朗迪集团,19.374,185651200
白色家电,S3301,16,SZ002011,,0.629,11,0.35,False,0.01,3.625,916164102,5.71,2.64,19.7095,44.56,5231297022,5237281548,0.0,100,-46.59805113728498,164.51,0.18,11.93603418537601,121062042.85,0.02,1088956800000,7422040.0,21047027.0,0.74,3.614,49191.0,2.3,22.07,盾安环境,,917212180
白色家电,S3301,17,SH603551,,2.6316,11,0.34,False,0.01,2.8496,133736339,11.81,2.21,15.5308,-18.35,1579426164,4789014050,3.387,100,14.23203308589477,-32.06,-0.08,38.72517784727605,14095344.0,0.04,1579017600000,-1586653.0,1189900.0,1.02,2.601,4187.0,0.89,43.98,奥普家居,19.055,405505000
白色家电,S3301,18,SZ300475,106.1929616002519,36.1094,11,0.32,False,0.01,7.5547,308228845,24.9,3.18,97.3227,159.65,7674898241,10458000000,0.0,100,7.731485330201614,366.09,0.16,9.573913455262772,121984659.9,0.08,1433865600000,5406919.0,4906830.0,0.96,7.545,11533.0,1.59,43.98,聚隆科技,101.012,420000000
白色家电,S3301,19,SH603311,18.33347407376898,3.0917,11,-0.09,False,0.01,2.6539,210000000,10.67,1.03,18.5342,-4.76,2240700000,2240700000,1.874,100,11.28923262262366,47.03,0.09,13.51051199995206,7546709.0,-0.01,1431878400000,0.0,707200.0,0.79,2.528,11249.0,0.34,43.97,金海高科,22.971,210000000
白色家电,S3301,20,SZ300249,46.71676555878756,2.0859,11,-0.14,False,0.01,4.6558,305270250,6.9,2.46,,-10.04,2106364725,3018544339,0.0,100,-13.95786914500179,25.93,-0.14,19.16835949528031,69199987.0,-0.01,1312300800000,-103254.0,9962700.0,0.58,4.662,12246.0,3.26,92.0,依米康,,437470194
白色家电,S3301,21,SZ002050,24.45021030878573,6.6159,11,-0.33,False,0.01,9.0368,3534929313,24.01,1.99,49.0528,-1.39,84873652805,86234351247,1.458,100,16.15368938889824,153.27,0.04,15.3189827883905,952018392.28,-0.08,1118073600000,102075629.0,39582771.0,1.01,8.251,96233.0,1.12,13.67,三花智控,53.533,3591601468
白色家电,S3301,22,SZ002543,14.68033987894388,0.7903,11,-0.4,False,0.01,1.3829,630839399,7.39,0.9400000000000001,6.5178,-7.65,4661903159,5495204000,4.465,100,15.78649541103255,29.94,0.14,10.25770268288784,13221971.3,-0.03,1296144000000,-3614471.0,1789699.0,1.0,1.303,15642.0,0.28,-6.57,万和电气,8.617,743600000
白色家电,S3301,23,SZ300342,13.44634952916777,5.5232,11,-0.41,False,0.01,3.5594,418988819,12.06,3.47,58.9147,-1.62,5053005157,5207245960,1.244,100,8.763580319000312,237.45,0.67,14.50410558859499,88428610.75,-0.05,1343232000000,-6550962.0,7369145.0,0.65,3.407,29218.0,1.76,-6.35,天银机电,39.97,431778272
白色家电,S3301,24,SZ200512,236.6174356165398,0.2831,11,-0.45,False,0.01,0.7847000000000001,185391680,4.4,1.13,2.1366,-13.47,815723392,815723392,4.118,100,19.23926975418716,1044.64,0.0,29.49468523921619,435678.0,-0.02,741369600000,0.0,99100.0,0.47,0.76,2626.0,0.05,-0.21,闽灿坤B,4.276,185391680
白色家电,S3301,25,SZ200521,-64.84993446635855,0.1089,11,-0.46,False,0.01,0.3909,161596580,2.16,1.84,1.3048,-3.04,349048613,2256331423,2.776,100,3.959609786717063,20.64,0.0,16.781029671884,235849.32,-0.01,841161600000,0.0,108052.0,1.29,0.387,702.0,0.07,10.75,虹美菱B,9.894,1044597881
白色家电,S3301,26,SH603112,42.02924228682783,2.2502,11,-0.54,False,0.01,2.6941,53200000,10.96,2.99,26.5117,-2.51,583072000,4779551770,1.551,100,,18.48,-0.18,11.53841604566725,18822037.0,-0.06,1600272000000,655962.0,1711004.0,0.78,2.585,3479.0,3.22,43.99,华翔股份,17.481,436090490
白色家电,S3301,27,SZ002723,-59.85848112067629,2.9815,11,-0.65,False,0.01,5.7963,249409125,13.69,3.19,68.7497,41.58,3414410921,3687615064,0.094,100,5.401941507596508,144.18,0.0,40.71991774306778,38839021.4,-0.09,1390924800000,-2129406.0,2833520.0,0.98,5.776,9609.0,1.14,44.1,金莱特,110.115,269365600
白色家电,S3301,28,SH603519,10.429611503605,2.6368,11,-0.8300000000000001,False,0.01,5.0591,266327839,14.26,2.99,85.5067,30.16,3797834984,3797834984,1.169,100,13.29979288009315,228.34,0.49,16.80409132453771,49383411.0,-0.12,1426694400000,-309726.0,3464920.0,0.47,4.769,6548.0,1.3,43.97,立霸股份,36.764,266327839
白色家电,S3301,29,SH603578,25.02997053087654,3.6782,11,-0.8300000000000001,False,0.01,2.5582,127999976,14.34,1.18,27.6167,-8.34,1835519656,1841181088,1.395,100,12.9582889165498,18.51,-0.07,34.67912479906765,7101761.0,-0.12,1488729600000,-665514.0,494627.0,0.78,2.468,4406.0,0.39,43.96,三星新材,19.954,128394776
白色家电,S3301,30,SZ002403,,0.7679,11,-0.98,False,0.01,1.1023,315618676,7.1,1.39,,-8.74,2240892600,2487277687,1.056,100,6.965364355812044,-48.06,-0.14,15.60262480891177,5315174.05,-0.07,1273507200000,99757.0,745685.0,0.99,1.102,12306.0,0.24,0.05,爱仕达,16.291,350320801
白色家电,S3301,31,SZ300894,,15.158,11,-1.01,False,0.01,24.3068,38028401,68.8,5.44,59.1442,41.84,2616353989,27864000000,0.872,100,,101.4,0.5,67.81197851506093,169496238.46,-0.7000000000000001,1609344000000,-6683567.0,2478210.0,1.14,20.058,13138.0,6.52,248.26,火星人,84.861,405000000
